text	kana	fed_text	sources
～というより	ト'/イウヨリ'	～というより	confusables-word
～どころか	ド'コロカ	～どころか	confusables-word
～としたら	ト'/_シタ'ラ	～としたら	confusables-word
～とすると	ト'/スルト'	～とすると	confusables-word
～とすれば	ト'/スレ'バ	～とすれば	confusables-word
～ないわけにはいかない	ナ'イ/ワ'ケニワ/イカナイ'	～ないわけにはいかない	confusables-word
～なくなる	ナクナル'	～なくなる	confusables-word
～なら	ナ'ラ	～なら	confusables-word
～にあたり	ニ'/ア'タリ	～にあたり	confusables-word
～にかかわらず	ニ'/カカワラ'ズ	～にかかわらず	confusables-word
～について	ニ'/ツ'イテ	～について	confusables-word
～にとって	ニ'/ト'ッテ	～にとって	confusables-word
～には～が	ニワ'、ガ'	～には～が	confusables-word
～にもかかわらず	ニモ'/カカワラ'ズ	～にもかかわらず	confusables-word
～によって	ニヨッテ'	～によって	confusables-word
～に違いない	ニ'/チガイナイ'	～に違いない	confusables-word
～に応じて	ニ'/オオジテ'	～に応じて	confusables-word
～に関して	ニ'/カン_シテ'	～に関して	confusables-word
～に基づいて	ニ'/モトズ'イテ	～に基づいて	confusables-word
～に決まっている	ニ'/キマッテ'/イル'	～に決まっている	confusables-word
～に相違ない	ニ'/ソオイ'/ナ'イ	～に相違ない	confusables-word
～に対して	ニ'/タ'イ_シテ	～に対して	confusables-word
～に当たって	ニ'/アタッテ'	～に当たって	confusables-word
～ので	ノ'デ	～ので	confusables-word
～のに	ノ'ニ	～のに	confusables-word
～のみ	ノ'ミ	～のみ	confusables-word
～のみならず	ノ'ミ/ナラ'ズ	～のみならず	confusables-word
～ば	バ'	～ば	confusables-word
～ばかり	バ'カリ	～ばかり	confusables-word
～ばかりか	バ'カリカ	～ばかりか	confusables-word
～はずだ	ハズダ'	～はずだ	confusables-word
～べきだ	ベ'キダ	～べきだ	confusables-word
～まで	マ'デ	～まで	confusables-word
～まに	マニ'	～まに	confusables-word
～みたいだ	ミ'タイダ	～みたいだ	confusables-word
～ものだ	モノ'ダ	～ものだ	confusables-word
～ようだ	ヨオダ'	～ようだ	confusables-word
～ように	ヨオニ'	～ように	confusables-word
～ようにする	ヨオニ'/スル'	～ようにする	confusables-word
～ようになる	ヨオニ'/ナ'ル	～ようになる	confusables-word
～らしい	ラシ'イ	～らしい	confusables-word
～わけだ	ワ'ケダ	～わけだ	confusables-word
～わけにはいかない	ワ'ケニワ/イカナイ'	～わけにはいかない	confusables-word
～をもとに	オ'/モト'ニ	～をもとに	confusables-word
～を通じて	オ'/ツウジテ'	～を通じて	confusables-word
～を問わず	オ'/トワ'ズ	～を問わず	confusables-word
～以上	イ'ジョオ	～以上	confusables-word
～一方で	イッポ'オデ	～一方で	confusables-word
～気味	ギミ'	～気味	confusables-word
～向き	ム'キ	～向き	confusables-word
～向け	ムケ'	～向け	confusables-word
～際に	ギワ'ニ	～際に	confusables-word
～次第	シダイ'	～次第	confusables-word
～上で	ジョオデ'	～上で	confusables-word
～上に	ジョオニ'	～上に	confusables-word
～上は	ジョオワ'	～上は	confusables-word
～反面	ハンメン'	～反面	confusables-word
100キロからある荷物を、彼は一人で運び切った。	ヒャッ'キロカラ/ア'ル/ニ'モツオ、カ'レワ/_ヒト'リデ/ハコビキッタ'	100キロからある荷物を、彼は一人で運び切った。	grammar-n1#n1-84
10月になると、涼しくなります。	ジュウガツ'ニ/ナ'ルト、スズ_シクナリマ'_ス	10月になると、涼しくなります。	grammar-n5#n5-10
10時から18時まで営業します。	ジュウ'ジカラ/ジュウ'/ハチ'ジマデ/エエギョオ'/シマ'_ス	10時から18時まで営業します。	grammar-n5#n5-25
10年ぶりに高校のクラスメイトと再会した。	ジュウネンブリニ'/コオコオノ'/クラスメ'イトト/サイカイ'/_シタ'	10年ぶりに高校のクラスメイトと再会した。	grammar-n2#n2-45
10年修行しただけのことはある。料理の腕が抜群だ。	ジュウ'ネン/シュギョオ'/_シタ'ダケノ/コト'ワ/ア'ル、リョ'オリノ/ウデ'ガ/バツグンダ'	10年修行しただけのことはある。料理の腕が抜群だ。	grammar-n2#n2-30
10分しか残っていません。	ジュッ'プン_シカ/ノコ'ッテ/イマセ'ン	10分しか残っていません。	grammar-n5#n5-38
1か月に2回映画館へ行きます。	イッカ'ゲツニ/ニ'カイ/エエガカンエイキマ'_ス	1か月に2回映画館え行きます。	grammar-n5#n5-40
1時間くらいかかります。	イチジカンク'ライ/カカリマ'_ス	1時間くらいかかります。	grammar-n5#n5-65
20年にわたって、同じ分野の研究を続けてきた。	ニジュウ'ネンニ/ワタッテ'、オナジ'/ブ'ンヤノ/ケンキュウオ'/ツズケテ'/キ'タ	20年にわたって、同じ分野の研究を続けてきた。	grammar-n2#n2-22
30万人が参加しただけのことはある、見応えのあるマラソン大会だった。	サ'ンジュウ/マン'ニンガ/サンカ'/_シタ'ダケノ/コト'ワ/ア'ル、ミゴタエノ'/ア'ル/マラソンタ'イカイダッタ	30万人が参加しただけのことはある、見応えのあるマラソン大会だった。	grammar-n2#n2-30
3月から4月にかけて、全国で桜が咲く。	サ'ンガ_ツカラ/シガツ'ニ/カケ'テ、ゼ'ンコクデ/サクラガ'/サク'	3月から4月にかけて、全国で桜が咲く。	grammar-n2#n2-3
3日間にわたって国際会議が行われた。	ミッカ'カンニ/ワタッテ'/コ_クサイカ'イギガ/オコナワレタ'	3日間にわたって国際会議が行われた。	grammar-n2#n2-22
3年も住んでいれば、詳しいわけだ。	サン'ネンモ/ス'ンデ/イレ'バ、クワシ'イ/ワ'ケダ	3年も住んでいれば、詳しいわけだ。	confusables-eg
42 キロを走りきった時、自然と涙が出た。	ヨ'ンジュウ/ニ'、キ'ロオ/ハシリ'キッタ/トキ'、シゼント'/ナ'ミダガ/デタ'	42 キロを走りきった時、自然と涙が出た。	grammar-n2#n2-65
50歳にして初めて海外に渡航した。	ゴジュッ'サイニ/_シテ'/ハジ'メテ/カ'イガイニ/トコオ'/_シタ'	50歳にして初めて海外に渡航した。	grammar-n1#n1-57
5キロ走り続けました。	ゴ'キロ/ハシリツズケマ'_シタ	5キロ走り続けました。	grammar-n4#n4-27
5年ぶりに母校を訪れた。	ゴネンブリニ'/ボ'コオオ/オトズ'レタ	5年ぶりに母校を訪れた。	grammar-n2#n2-45
5分の遅刻ならまだしも、1時間遅れるのはありえない。	ゴ'フンノ/_チコクナラ'/マ'ダシモ、イチジ'カン/オクレル'/ノワ'/アリエナイ'	5分の遅刻ならまだしも、1時間遅れるのはありえない。	grammar-n1#n1-11
A：あした えいがを みに いきませんか。。B：いいですね。なんじに あいますか。。A：ろくじに えきで あいましょう。	エ'イ、ア_シタ'、エ'イガオ、ミ'ニ、イキマセ'ンカ、ビ'イ、イ'イデ_スネ、ナ'ンジニ、アイマ'_スカ、エ'イ、ロ'クジニ、エ'キデ、アイマショ'オ	A：あした えいがを みに いきませんか。。B：いいですね。なんじに あいますか。。A：ろくじに えきで あいましょう。	listening
A：いっしょに カフェに いきませんか。。B：すみません、いま いそがしいです。あした なら いいですよ。	エ'イ、イッショニ'、カ'フェニ、イキマセ'ンカ、ビ'イ、スミマセ'ン、イ'マ、イソガシ'イデ_ス、ア_シタ'、ナ'ラ、イ'イデ_スヨ	A：いっしょに カフェに いきませんか。。B：すみません、いま いそがしいです。あした なら いいですよ。	listening
A：いま なんじですか。。B：くじはんです。	エ'イ、イ'マ、ナ'ンジデ_スカ、ビ'イ、ク'ジハンデ_ス	A：いま なんじですか。。B：くじはんです。	listening
A：いらっしゃいませ。。B：アイスコーヒーをひとつください。サイズはMで。。A：はい、四百円になります。	エ'イ、イラッシャイマ'セ、ビ'イ、アイ_スコオヒ'イオ/_ヒト'_ツ/クダサ'イ、サ'イズワ/エ'ム/デ'、エ'イ、ハ'イ、ヨンヒャク'エンニ/ナリマ'_ス	A：いらっしゃいませ。。B：アイスコーヒーをひとつください。サイズはMで。。A：はい、四百円になります。	listening
A：きょうは なんにちですか。。B：にがつ じゅうごにちです。	エ'イ、キョ'オワ、ナン'ニチデ_スカ、ビ'イ、ニ'/ガツ'、ジュ'ウゴニ/チデ'_ス	A：きょうは なんにちですか。。B：にがつ じゅうごにちです。	listening
A：このシャツはいくらですか。。B：三千五百円です。今セール中で、二着買うと二割引になります。。A：じゃあ二着お願いします。	エ'イ、コノ'/シャ'ツワ/イ'クラデ_スカ、ビ'イ、サンゼ'ン/ゴヒャク'エンデ_ス、コンセエルチュウデ'、ニ'チャ_ク/カウト'/ニワ'リビキニ/ナリマ'_ス、エ'イ、ジャ'ア/ニ'チャク/オネガイ'/シマ'_ス	A：このシャツはいくらですか。。B：三千五百円です。今セール中で、二着買うと二割引になります。。A：じゃあ二着お願いします。	listening
A：このプロジェクト、当初の見込みより大幅にコストが超過していますね。。B：はい。原材料の高騰と、仕様変更の度重なる発生が主な原因です。。A：今後の対策として、仕様変更のプロセスを厳格化する必要がありますね。承認フローを見直しましょう。。B：それに加えて、調達先の多様化も検討したいのですが。。A：いいですね。次回の定例会議でまとめて提案しましょう。	エ'イ、コノ'/プロ'ジェ_クト、ト'オショノ/ミコミヨ'リ/オオハバニ'/コ'_ストガ/チョオカ'/_シテ'/イマ'_スネ、ビ'イ、ハ'イ、ゲンザ'イリョオノ/コオトオト'、シヨオヘ'ンコオノ/タビカサナ'ル/ハッセエガ'/オ'モナ/ゲンインデ'_ス、エ'イ、コンゴノ'/タイサ_クト'/_シテ'、シヨオヘ'ンコオノ/プロ'セスオ/ゲンカ_クカ'/スル'/_ヒツヨオガ'/アリマ'_スネ、ショオニンフロ'オオ/ミナオシマショ'オ、ビ'イ、ソレニ'/クワエ'テ、チョオタ_ツサキノ'/タヨオカモ'/ケントオ'/_シタ'イ/ノデ'_スガ、エ'イ、イ'イデ_スネ、ジ'カイノ/テエレエカ'イギデ/マトメテ'/テエアン'/シマショ'オ	A：このプロジェクト、当初の見込みより大幅にコストが超過していますね。。B：はい。原材料の高騰と、仕様変更の度重なる発生が主な原因です。。A：今後の対策として、仕様変更のプロセスを厳格化する必要がありますね。承認フローを見直しましょう。。B：それに加えて、調達先の多様化も検討したいのですが。。A：いいですね。次回の定例会議でまとめて提案しましょう。	listening
A：このりんごは いくらですか。。B：ひとつ ひゃくえんです。。A：じゃ、みっつ ください。	エ'イ、コノ'/リンゴワ'、イ'クラデ_スカ、ビ'イ、_ヒト'ツ、ヒャク'エンデ_ス、エ'イ、ジャ'、ミ'ッツ、クダサ'イ	A：このりんごは いくらですか。。B：ひとつ ひゃくえんです。。A：じゃ、みっつ ください。	listening
A：システム障害の件、お客様からのクレームが増えています。。B：技術部からの報告では、明日の午前中には復旧する見込みです。。A：それまでの間、お客様への説明はどうしましょう。。B：公式サイトに詳細を掲載し、個別にも対応しましょう。	エ'イ、_システムショ'オガイノ/ケ'ン、オキャ_クサ'マカラノ/クレエムガ'/フエ'テ/イマ'_ス、ビ'イ、ギジュツ'ブカラノ/ホオコクデワ'、ア_シタ'ノ/ゴゼンチュウニワ'/フッキュウ'/スル'/ミコミデ'_ス、エ'イ、ソレマ'デノ/アイダ'、オキャ_クサ'マエノ/セツメエワ'/ド'オ/シマショ'オ、ビ'イ、コオ_シキ'/サイトニ'/ショオサイオ'/ケエサイ'/シ'、コベツニモ'/タイオオ'/シマショ'オ	A：システム障害の件、お客様からのクレームが増えています。。B：技術部からの報告では、明日の午前中には復旧する見込みです。。A：それまでの間、お客様への説明はどうしましょう。。B：公式サイトに詳細を掲載し、個別にも対応しましょう。	listening
A：すきな たべものは なんですか。。B：すしが すきです。。A：わたしも すしが すきです。	エ'イ、_スキナ'、タベ'モノワ、ナ'ンデ_スカ、ビ'イ、スシ'ガ、_スキデ'_ス、エ'イ、ワタシモ'、スシ'ガ、_スキデ'_ス	A：すきな たべものは なんですか。。B：すしが すきです。。A：わたしも すしが すきです。	listening
A：すみません、このシャツ、色違いはありますか。。B：こちらのシャツは白と黒と青がございます。。A：青はMサイズはありますか。。B：申し訳ありません、青のMサイズは売り切れてしまいまして。白と黒ならMサイズがございます。。A：じゃ、白のMをください。	エ'イ、スミマセ'ン、コノ'/シャ'ツ、イロチ'ガイワ/アリマ'_スカ、ビ'イ、コチラノ'/シャ'ツワ/シ'ロト/ク'ロト/ア'オガ/ゴザイマ'_ス、エ'イ、ア'オワ/エ'ム/サ'イズワ/アリマ'_スカ、ビ'イ、モオシワケ'/アリマセ'ン、ア'オノ/エ'ム/サ'イズワ/ウリキレ'テ/シマイマ'_シテ、シ'ロト/ク'ロナラ/エ'ム/サ'イズガ/ゴザイマ'_ス、エ'イ、ジャ'、シ'ロノ/エ'ム/オ'/クダサ'イ	A：すみません、このシャツ、色違いはありますか。。B：こちらのシャツは白と黒と青がございます。。A：青はMサイズはありますか。。B：申し訳ありません、青のMサイズは売り切れてしまいまして。白と黒ならMサイズがございます。。A：じゃ、白のMをください。	listening
A：すみません、このみせは なんじまでですか。。B：ごご はちじまでです。	エ'イ、スミマセ'ン、コノ'/ミセ'ワ、ナ'ンジマデデ_スカ、ビ'イ、ゴ'ゴ、ハチジマ'デデ_ス	A：すみません、このみせは なんじまでですか。。B：ごご はちじまでです。	listening
A：すみません、たこ焼きを二つと、お好み焼きを一つください。。B：はい。たこ焼きは一つ五百円で、お好み焼きは八百円です。。A：じゃ、全部でいくらですか。。B：千八百円です。	エ'イ、スミマセ'ン、タコヤキオ'/_フタツ'ト、オコノミヤキオ'/_ヒト'_ツ/クダサ'イ、ビ'イ、ハ'イ、タコヤキワ'/_ヒト'ツ/ゴヒャク'エンデ、オコノミヤキワ'/ハッピャク'エンデ_ス、エ'イ、ジャ'、ゼ'ンブデ/イ'クラデ_スカ、ビ'イ、セ'ン/ハッピャク'エンデ_ス	A：すみません、たこ焼きを二つと、お好み焼きを一つください。。B：はい。たこ焼きは一つ五百円で、お好み焼きは八百円です。。A：じゃ、全部でいくらですか。。B：千八百円です。	listening
A：すみません、トイレはどこですか。。B：あちらです。まっすぐいって、みぎです。	エ'イ、スミマセ'ン、ト'イレワ/ド'コデ_スカ、ビ'イ、アチラデ'_ス、マッス'グ/イッテ'、ミ'ギデ_ス	A：すみません、トイレはどこですか。。B：あちらです。まっすぐいって、みぎです。	listening
A：すみません、ペンを貸してくれませんか。。B：はい、どうぞ。。A：ありがとうございます。後で返します。	エ'イ、スミマセ'ン、ペ'ンオ/カ_シテ'/クレマセ'ンカ、ビ'イ、ハ'イ、ド'オゾ、エ'イ、アリ'ガトオ/ゴザイマ'_ス、ア'トデ/カエシマ'_ス	A：すみません、ペンを貸してくれませんか。。B：はい、どうぞ。。A：ありがとうございます。後で返します。	listening
A：すみません、大阪城への行き方を教えていただけませんか。。B：ここからまっすぐ行って、二つ目の信号を右に曲がってください。そのまま五分ほど歩くと、左手に見えてきますよ。。A：ありがとうございます。歩いてどのくらいかかりますか。。B：十五分ぐらいですね。	エ'イ、スミマセ'ン、オオサカ'ジョオエノ/イキ'カタオ/オシエテ'/イタダケマセ'ンカ、ビ'イ、ココカラ'/マッス'グ/イッテ'、_フタツ'メノ/シンゴオオ'/ミギニ'/マガ'ッテ/クダサ'イ、ソノ'/ママ'/ゴフンホド'/アル'_クト、ヒダリテニ'/ミエ'テ/キマ'_スヨ、エ'イ、アリ'ガトオ/ゴザイマ'_ス、アル'イテ/ド'ノクライ/カカリマ'_スカ、ビ'イ、ジュウ'/ゴフング'ライデ_スネ	A：すみません、大阪城への行き方を教えていただけませんか。。B：ここからまっすぐ行って、二つ目の信号を右に曲がってください。そのまま五分ほど歩くと、左手に見えてきますよ。。A：ありがとうございます。歩いてどのくらいかかりますか。。B：十五分ぐらいですね。	listening
A：すみません、大阪城への行き方を教えていただけませんか。。B：ここからまっすぐ行って、二つ目の信号を右に曲がってください。五分ぐらいで着きますよ。	エ'イ、スミマセ'ン、オオサカ'ジョオエノ/イキ'カタオ/オシエテ'/イタダケマセ'ンカ、ビ'イ、ココカラ'/マッス'グ/イッテ'、_フタツ'メノ/シンゴオオ'/ミギニ'/マガ'ッテ/クダサ'イ、ゴフング'ライデ/_ツキマ'_スヨ	A：すみません、大阪城への行き方を教えていただけませんか。。B：ここからまっすぐ行って、二つ目の信号を右に曲がってください。五分ぐらいで着きますよ。	listening
A：すみません、郵便局はどこですか。。B：あの白いビルの隣です。。A：ありがとうございます。	エ'イ、スミマセ'ン、ユウビン'キョクワ/ド'コデ_スカ、ビ'イ、アノ'/シロ'イ/ビ'ルノ/トナリデ'_ス、エ'イ、アリ'ガトオ/ゴザイマ'_ス	A：すみません、郵便局はどこですか。。B：あの白いビルの隣です。。A：ありがとうございます。	listening
A：たなかさんは どこですか。。B：いま、トイレに いきました。	エ'イ、タナカサンワ'、ド'コデ_スカ、ビ'イ、イ'マ、ト'イレニ、イキマ'_シタ	A：たなかさんは どこですか。。B：いま、トイレに いきました。	listening
A：なにを のみますか。。B：コーヒーを ください。	エ'イ、ナ'ニオ、ノミマ'_スカ、ビ'イ、コオヒ'イオ、クダサ'イ	A：なにを のみますか。。B：コーヒーを ください。	listening
A：なんじに おきますか。。B：まいにち ろくじに おきます。	エ'イ、ナ'ンジニ、オキマ'_スカ、ビ'イ、マ'イニチ、ロ'クジニ、オキマ'_ス	A：なんじに おきますか。。B：まいにち ろくじに おきます。	listening
A：もしもし、すずきです。やまださん いますか。。B：すみません、いま でかけて います。	エ'イ、モ'シモシ、スズキデ'_ス、ヤマダサン'、イマ'_スカ、ビ'イ、スミマセ'ン、イ'マ、デカケテ'、イマ'_ス	A：もしもし、すずきです。やまださん いますか。。B：すみません、いま でかけて います。	listening
A：夏休みはどこに行きますか。。B：両親と韓国に行く予定です。。A：いいですね。何日間ですか。。B：五日間です。	エ'イ、ナツヤ'スミワ/ド'コニ/イキマ'_スカ、ビ'イ、リョ'オシント/カ'ンコクニ/イク'/ヨテエデ'_ス、エ'イ、イ'イデ_スネ、ナンニチ'カンデ_スカ、ビ'イ、イ_ツカ'カンデ_ス	A：夏休みはどこに行きますか。。B：両親と韓国に行く予定です。。A：いいですね。何日間ですか。。B：五日間です。	listening
A：海外市場への本格的な参入を検討していますが、まずはどの地域から始めるべきでしょうか。。B：成長率と参入障壁のバランスを考慮すると、東南アジアが妥当でしょう。特にベトナムは若年層が多く、購買力も着実に上がっています。。A：競合の状況はどうですか。。B：日系企業はまだ少数ですが、中国や韓国の企業が積極的に進出しています。スピード感を持って動く必要があります。	エ'イ、カイガイシ'ジョオエノ/ホンカク'テキナ/サンニュウオ'/ケントオ'/_シテ'/イマ'_スガ、マ'ズワ/ド'ノ/チ'イ_キカラ/ハジメルベ'キデショオカ、ビ'イ、セエチョオ'リ_ツト/サンニュウショ'オヘキノ/バランスオ'/コ'オリョ/スルト'、トオナンア'ジアガ/ダトオデショオ'、ト'クニ/ベトナムワ'/ジャクネン'ソオガ/オ'オク、コオバイリョ'クモ/チャクジツニ'/アガッテ'/イマ'_ス、エ'イ、キョオゴオノ'/ジョオキョオワ'/ド'オデ_スカ、ビ'イ、ニッケエキ'ギョオワ/マ'ダ/ショオス'ウデ_スガ、チュ'ウゴクヤ/カ'ンコクノ/キ'ギョオガ/セッキョク'テキニ/シン_シュツ'/_シテ'/イマ'_ス、_スピイド'カンオ/モ'ッテ/ウゴ'_ク/ヒツヨオガ'/アリマ'_ス	A：海外市場への本格的な参入を検討していますが、まずはどの地域から始めるべきでしょうか。。B：成長率と参入障壁のバランスを考慮すると、東南アジアが妥当でしょう。特にベトナムは若年層が多く、購買力も着実に上がっています。。A：競合の状況はどうですか。。B：日系企業はまだ少数ですが、中国や韓国の企業が積極的に進出しています。スピード感を持って動く必要があります。	listening
A：今回の情報漏洩の件、初動対応の遅れが致命的だった。原因究明と再発防止策の徹底が急務だ。。B：おっしゃる通りです。第三者委員会を立ち上げて、徹底的に調査することが信頼回復への第一歩かと。。A：それに加えて、影響を受けたお客様への補償と説明責任を果たさなければならない。広報部とも連携して、対応を急ぐように。。B：承知しました。一週間以内に基本方針を取りまとめてご報告します。	エ'イ、コ'ンカイノ/ジョオホオロ'オエエノ/ケ'ン、ショドオタ'イオオノ/オクレガ'/チメエ'テキダッタ、ゲンインキュ'ウメエト/サイハツボオシ'サクノ/テッテエガ'/キュ'ウムダ、ビ'イ、オッシャ'ル/トオリ'デ_ス、ダイサンシャイイン'カイオ/タチアゲ'テ、テッテエテキニ'/チョ'オサ/スル'/コト'ガ/シンライカ'イ_フクエノ/ダ'イイッポカト、エ'イ、ソレニ'/クワエ'テ、エエキョオオ'/ウケ'タ/オキャ_クサ'マエノ/ホショオト'/セツメエセ'キニンオ/ハタサ'ナケレバ/ナラ'ナイ、コオホオ'ブトモ/レンケエ'/_シテ'、タイオオオ'/イソ'グ/ヨ'オニ、ビ'イ、ショオ_チ'/シマ'_シタ、イッシュ'ウカン/イ'ナイニ/_キホンホ'オシンオ/トリマトメ'テ/ゴホ'オコ_ク/シマ'_ス	A：今回の情報漏洩の件、初動対応の遅れが致命的だった。原因究明と再発防止策の徹底が急務だ。。B：おっしゃる通りです。第三者委員会を立ち上げて、徹底的に調査することが信頼回復への第一歩かと。。A：それに加えて、影響を受けたお客様への補償と説明責任を果たさなければならない。広報部とも連携して、対応を急ぐように。。B：承知しました。一週間以内に基本方針を取りまとめてご報告します。	listening
A：今回の人事異動の件ですが、大阪支社の営業部長に田中さんを推薦したいと考えています。。B：田中さんですか。確かに実績は申し分ないですが、マネジメント経験が浅いのが気になりますね。。A：その点は承知していますが、彼のリーダーシップと行動力は高く評価されていますし、副部長がベテランですから、サポート体制は整っています。。B：分かりました。役員会に上げて検討しましょう。	エ'イ、コ'ンカイノ/ジンジイ'ドオノ/ケ'ンデ_スガ、オオサカシ'シャノ/エエギョオブ'チョオニ/タナカサンオ'/スイセン'/_シタ'イト/カンガ'エテ/イマ'_ス、ビ'イ、タナカサンデ'_スカ、タ'_シカニ/ジッセキワ'/モオシブン'/ナ'イデ_スガ、マネジメントケ'エケンガ/アサイ'/ノガ'/キニ'/ナリマ'_スネ、エ'イ、ソノ'/テンワ'/ショオチ'/_シテ'/イマ'_スガ、カ'レノ/リイダアシ'ッ_プト/コオドオリョ'クワ/タカ'_ク/ヒョ'オカ/サレテ'/イマ'_スシ、_フクブ'チョオガ/ベテランデ'_スカラ、サポオトタ'イセエワ/トトノ'ッテ/イマ'_ス、ビ'イ、ワカリマ'_シタ、ヤクイン'カイニ/アゲテ'/ケントオ'/シマショ'オ	A：今回の人事異動の件ですが、大阪支社の営業部長に田中さんを推薦したいと考えています。。B：田中さんですか。確かに実績は申し分ないですが、マネジメント経験が浅いのが気になりますね。。A：その点は承知していますが、彼のリーダーシップと行動力は高く評価されていますし、副部長がベテランですから、サポート体制は整っています。。B：分かりました。役員会に上げて検討しましょう。	listening
A：今回の通商交渉、相手国の出方が読みにくいですね。。B：政治的な背景を考えると、強硬姿勢を取らざるを得ない事情もあるかと。。A：ただ、長引けば双方に経済的損失が出ます。譲歩点を探る必要があります。。B：水面下での協議を並行して進めるべきでしょう。	エ'イ、コ'ンカイノ/ツウショオコ'オショオ、アイテ'コクノ/デカ'タガ/ヨミニク'イデ_スネ、ビ'イ、セエジ'テキナ/ハ'イケエオ/カンガ'エルト、キョオコオ'/_シセエオ'/トラザルオ'/エ'ナイ/ジジョオモ'/ア'ルカト、エ'イ、タ'ダ、ナガビ'ケバ/ソ'オホオニ/ケエザイ'テ_キ/ソン_シツガ'/デマ'_ス、ジョオホ'テンオ/サグル'/_ヒツヨオガ'/アリマ'_ス、ビ'イ、スイメン'カデノ/キョ'オギオ/ヘエコオ'/_シテ'/ススメルベ'キデショオ	A：今回の通商交渉、相手国の出方が読みにくいですね。。B：政治的な背景を考えると、強硬姿勢を取らざるを得ない事情もあるかと。。A：ただ、長引けば双方に経済的損失が出ます。譲歩点を探る必要があります。。B：水面下での協議を並行して進めるべきでしょう。	listening
