text	kana	fed_text	sources
ちょうど駅に着いたところです。	チョオド'/エ'キニ/ツ'イタ/トコロデ'_ス	ちょうど駅に着いたところです。	grammar-n4#n4-28
ドアを開けたまま出かけてしまいました。	ド'アオ/アケタ'/ママ'/デカケテ'/シマイマ'_シタ	ドアを開けたまま出かけてしまいました。	grammar-n4#n4-48
ドアを開けたら、手紙が落ちていました。	ド'アオ/アケタ'ラ、テガミガ'/オチ'テ/イマ'_シタ	ドアを開けたら、手紙が落ちていました。	grammar-n4#n4-55
どこでも勉強できます。	ド'コデモ/ベンキョオ'/デキマ'_ス	どこでも勉強できます。	grammar-n4#n4-67
ノートを電車に忘れてしまいました。	ノ'オトオ/デンシャニ'/ワスレテ'/シマイマ'_シタ	ノートを電車に忘れてしまいました。	grammar-n4#n4-24
パーティーに参加できるかどうかまだ決まっていません。	パ'アティイニ/サンカ'/デキ'ルカ/ド'オカ/マ'ダ/キマッテ'/イマセ'ン	パーティーに参加できるかどうかまだ決まっていません。	grammar-n4#n4-43
パクチーを食べたことがありません。	パ'_クチイオ/タベ'タ/コト'ガ/アリマセ'ン	パクチーを食べたことがありません。	grammar-n4#n4-10
ピアノを弾くことができます。	ピアノオ'/_ヒク'/コト'ガ/デキマ'_ス	ピアノを弾くことができます。	grammar-n4#n4-9
安ければ買います。	ヤス'ケレバ/カイマ'_ス	安ければ買います。	grammar-n4#n4-54
医者に相談したらいいですよ。	イシャニ'/ソオダン'/_シタ'ラ/イ'イデ_スヨ	医者に相談したらいいですよ。	grammar-n4#n4-58
一度この方法を試してみてください。	イチド'/コノ'/ホオホオオ'/タメシ'テ/ミ'テ/クダサ'イ	一度この方法を試してみてください。	grammar-n4#n4-23
飲む：飲みます/飲んで/飲める/飲まれる/飲ませる	ノ'ム、ノミマ'_ス、ノ'ンデ、ノメ'ル、ノ'マレル、ノマセ'ル	飲む：のみます/飲んで/飲める/飲まれる/飲ませる	grammar-n4#n4-75
雨も降っているし、疲れているし、タクシーで帰りましょう。	ア'メモ/フ'ッテ/イルシ'、_ツカレ'テ/イルシ'、タ'_クシイデ/カエリマショ'オ	雨も降っているし、疲れているし、タクシーでかえりましょう。	grammar-n4#n4-21
運転中にスマホを触ってはいけません。	ウンテンチュウニ'/スマホオ'/サワッテワ'/イケマセ'ン	運転中にスマホを触ってはいけません。	grammar-n4#n4-14
駅で財布をすられました。	エ'キデ/サイフオ'/スラレマ'_シタ	駅で財布をすられました。	grammar-n4#n4-59
温泉に行くなら、箱根がおすすめですよ。	オンセンニ'/イクナラ'、ハコネガ'/オススメデ'_スヨ	温泉に行くなら、箱根がおすすめですよ。	grammar-n4#n4-56
下調べしたのに、道に迷いました。	_シタシ'ラベ/_シタ'ノニ、ミチニ'/マヨイマ'_シタ	下調べしたのに、道に迷いました。	grammar-n4#n4-8
何かございますか。	ナニカゴザイマ'_スカ	何かございますか。	grammar-n4#n4-65
何を見てるの？	ナ'ニオ/ミテ'ルノ？	何を見てるの？	grammar-n4#n4-66
何度読んでも、意味がわかりません。	ナン'ド/ヨ'ンデモ、イ'ミガ/ワカリマセ'ン	何度読んでも、意味がわかりません。	grammar-n4#n4-22
夏休みに北海道を一周するつもりです。	ナツヤ'スミニ/ホッカ'イドオオ/イッシュウ'/スル'/ツモリデ'_ス	夏休みに北海道を一周するつもりです。	grammar-n4#n4-2
家族でいちばん料理が上手なのは母です。	カ'ゾクデ/イチバン'/リョ'オリガ/ジョオズ'ナ/ノワ'/ハ'ハデ_ス	家族でいちばん料理が上手なのは母です。	grammar-n4#n4-39
家族のために、頑張って働いています。	カ'ゾクノ/タメ'ニ、ガンバ'ッテ/ハタライテ'/イマ'_ス	家族のために、頑張って働いています。	grammar-n4#n4-17
家賃が予算内なら、契約したいです。	ヤ'チンガ/ヨサン'ナイナラ、ケエヤク'/_シタ'イデ_ス	家賃が予算内なら、契約したいです。	grammar-n4#n4-56
荷物は私がお預かりします。	ニ'モツワ/ワタシガ'/オアズカリシマ'_ス	荷物は私がお預かりします。	grammar-n4#n4-63
課長に提案を認められました。	カチョオニ'/テエアンオ'/ミトメラレマ'_シタ	課長に提案を認められました。	grammar-n4#n4-59
課長は何を注文されますか。	カチョオワ'/ナ'ニオ/チュウモン'/サレマ'_スカ	課長は何を注文されますか。	grammar-n4#n4-74
皆で乾杯しよう。	ミナデ'/カンパイ'/シヨオ'	皆で乾杯しよう。	grammar-n4#n4-51
外食ばかりしています。	ガイショクバ'カリ/_シテ'/イマ'_ス	外食ばかりしています。	grammar-n4#n4-49
街の雰囲気が変わってきました。	マチ'ノ/フンイ'キガ/カワッテ'/キマ'_シタ	街の雰囲気が変わってきました。	grammar-n4#n4-26
甘い香りがします。	アマイ'/カオリガ'/シマ'_ス	甘い香りがします。	grammar-n4#n4-71
間食をやめることにしました。	カンショクオ'/ヤメル'/コト'ニ/シマ'_シタ	間食をやめることにしました。	grammar-n4#n4-47
韓国語が書けます。	カンコク'ゴガ/カケマ'_ス	韓国語が書けます。	grammar-n4#n4-52
館内で飲食してはいけません。	カ'ンナイデ/インショク'/_シテワ'/イケマセ'ン	館内で飲食してはいけません。	grammar-n4#n4-14
眼鏡をかけたままシャワーを浴びてしまいました。	メ'ガネオ/カケ'タ/ママシャ'ワアオ/アビテ'/シマイマ'_シタ	眼鏡をかけたままシャワーを浴びてしまいました。	grammar-n4#n4-48
顔色が悪いんですか。	カオイロガ'/ワル'イ/ン'デ_スカ	顔色が悪いんですか。	grammar-n4#n4-45
京都は東京ほど人が多くないです。	キョ'オトワ/トオキョオホド'/_ヒトガ'/オ'オクナイデ_ス	京都は東京ほど人が多くないです。	grammar-n4#n4-38
見る：見ます/見て/見られる/見させる	ミ'ル、ミマ'_ス、ミ'テ、ミラレ'ル、ミサセ'ル	見る：見ます/見て/見られる/見させる	grammar-n4#n4-75
鍵をかけず出かけてしまった。	カギ'オ/カケ'ズ/デカケテ'/シマ'ッタ	鍵をかけず出かけてしまった。	grammar-n4#n4-69
後輩にアドバイスしてあげました。	コオハイニ'/ア'ドバイス/_シテ'/アゲマ'_シタ	後輩にアドバイスしてあげました。	grammar-n4#n4-30
喉が痛い時は無理に話さないほうがいいです。	ノ'ドガ/イタ'イ/トキ'ワ/ム'リニ/ハナサ'ナイ/ホ'オガ/イ'イデ_ス	喉が痛い時は無理に話さないほうがいいです。	grammar-n4#n4-11
慌てなくてもいいです。	アワテナ_クテモ'/イ'イデ_ス	慌てなくてもいいです。	grammar-n4#n4-15
腰が痛いので、早退します。	コシガ'/イタ'イノデ、ソオタイ'/シマ'_ス	腰が痛いので、早退します。	grammar-n4#n4-7
今、お風呂に入っているところです。	イ'マ、オ'フロニ/ハ'イッテ/イル'/トコロデ'_ス	今、お風呂に入っているところです。	grammar-n4#n4-28
今後は甘い物を控えるつもりです。	コンゴワ'/アマイ'/モノ'オ/_ヒカエ'ル/ツモリデ'_ス	今後は甘い物を控えるつもりです。	grammar-n4#n4-2
今日は残業しなくてもいいです。	キョ'オワ/ザンギョオ'/シナ_クテモ'/イ'イデ_ス	今日は残業しなくてもいいです。	grammar-n4#n4-15
今年こそ資格試験に挑戦しようと思います。	コト_シコ'ソ/_シカ_クシケ'ンニ/チョオセン'/シヨオト'/オモイマ'_ス	今年こそ資格試験に挑戦しようと思います。	grammar-n4#n4-42
在宅勤務を申請しようと思っています。	ザイタ_クキ'ンムオ/シンセエ'/シヨオト'/オモ'ッテ/イマ'_ス	在宅勤務を申請しようと思っています。	grammar-n4#n4-42
昨日、ゲームをやりすぎました。	キノ'オ、ゲ'エムオ/ヤリスギマ'_シタ	昨日、ゲームをやりすぎました。	grammar-n4#n4-12
昨夜、地震があったみたいです。	サク'ヤ、ジシンガ'/ア'ッタ/ミ'タイデ_ス	昨夜、地震があったみたいです。	grammar-n4#n4-33
姉がマフラーを編んでくれました。	アネガ'/マ'フラアオ/ア'ンデ/クレマ'_シタ	姉がマフラーを編んでくれました。	grammar-n4#n4-30
子供の頃、苦手なピーマンを食べさせられました。	コドモノ'/コ'ロ、ニガテナ'/ピ'イマンオ/タベサセラレマ'_シタ	子供の頃、苦手なピーマンを食べさせられました。	grammar-n4#n4-61
私の生きがいは花を育てることです。	ワタシノ'/イキガイワ'/ハナ'オ/ソダテ'ル/コト'デ_ス	私の生きがいは花を育てることです。	grammar-n4#n4-70
試験に受かるように、毎晩復習しています。	_シケ'ンニ/ウカ'ル/ヨ'オニ、マ'イバン/_フクシュウ'/_シテ'/イマ'_ス	試験に受かるように、毎晩復習しています。	grammar-n4#n4-19
資格試験に合格するために、毎日図書館へ通っています。	_シカ_クシケ'ンニ/ゴオカ_ク'/スル'/タメ'ニ、マイニ_チトショカン'エカヨッテ/イマ'_ス	資格試験に合格するために、毎日図書館え通っています。	grammar-n4#n4-17
資料を配布させていただきます。	シ'リョオオ/ハイ_フ'/サセテ'/イタダキマ'_ス	資料を配布させていただきます。	grammar-n4#n4-64
時間を守ることは信頼の基本です。	ジカンオ'/マモ'ル/コト'ワ/シンライノ'/_キホンデ'_ス	時間を守ることは信頼の基本です。	grammar-n4#n4-70
実は転職するんです。	ジツ'ワ/テンショ_ク'/スル'/ン'デ_ス	実は転職するんです。	grammar-n4#n4-45
社長はもう出発されました。	シャチョオワ'/モ'オ/シュッパ_ツ'/サレマ'_シタ	社長はもう出発されました。	grammar-n4#n4-74
手をちゃんと洗いなさい。	テ'オ/チャント'/アライナサイ'	手をちゃんと洗いなさい。	grammar-n4#n4-46
週末に空き時間があるか確認してください。	シュウマツニ'/アキ'/ジカンガ'/ア'ルカ/カクニン'/_シテ'/クダサ'イ	週末に空き時間があるか確認してください。	grammar-n4#n4-43
週末は気温が下がるでしょう。	シュウマツワ'/キオンガ'/サガ'ルデショオ	週末は気温が下がるでしょう。	grammar-n4#n4-36
宿題を先にやりなさい。	_シュクダイオ'/サキニ'/ヤリナサイ'	宿題を先にやりなさい。	grammar-n4#n4-46
祝日なので、郵便局は休みです。	_シュクジツナ'ノデ、ユウビン'キョクワ/ヤスミデ'_ス	祝日なので、郵便局は休みです。	grammar-n4#n4-7
出張の前に切符を買っておきます。	シュッチョオノ'/マ'エニ/キップオ'/カッテ'/オキマ'_ス	出張の前に切符を買っておきます。	grammar-n4#n4-25
焦げた匂いがします。	コゲ'タ/ニオ'イガ/シマ'_ス	焦げた匂いがします。	grammar-n4#n4-71
食器は流しに置いておいてください。	ショッキワ'/ナガシニ'/オイテ'/オ'イテ/クダサ'イ	食器は流しに置いておいてください。	grammar-n4#n4-25
食洗機の使い方がわかりません。	ショ_クセン'キノ/_ツカイカタガ'/ワカリマセ'ン	食洗機の使い方がわかりません。	grammar-n4#n4-6
寝坊しないように目覚ましを二つ設定します。	ネボオ'/シナイ'/ヨ'オニ/メザ'マシオ/_フタ_ツセ'ッテエ/シマ'_ス	寝坊しないように目覚ましを二つ設定します。	grammar-n4#n4-19
新しいカフェに行ってみます。	アタラシ'イ/カ'フェニ/イッテ'/ミマ'_ス	新しいカフェに行ってみます。	grammar-n4#n4-23
新しい店を試そう。	アタラシ'イ/ミセ'オ/タメ'ソオ	新しい店を試そう。	grammar-n4#n4-51
新社長は厳しいそうです。	シンシャ'チョオワ/キビシイ'ソオデ_ス	新社長は厳しいそうです。	grammar-n4#n4-32
新店長の名前は覚えにくいです。	シンテ'ンチョオノ/ナマエワ'/オボエニク'イデ_ス	新店長の名前は覚えにくいです。	grammar-n4#n4-5
新店舗がオープンするといいですね。	シンテ'ンポガ/オ'オプン/スルト'/イ'イデ_スネ	新店舗がオープンするといいですね。	grammar-n4#n4-58
新品なのに、もう壊れました。	シンピンナ'ノニ、モ'オ/コワレマ'_シタ	新品なのに、もう壊れました。	grammar-n4#n4-8
辛い物が食べられるようになりました。	ツラ'イ/モノ'ガ/タベラレ'ル/ヨ'オニ/ナリマ'_シタ	辛い物が食べられるようになりました。	grammar-n4#n4-20
生卵が食べられます。	ナマタ'マゴガ/タベラレマ'_ス	生卵が食べられます。	grammar-n4#n4-52
切符を落としちゃった。	キップオ'/オトシ'チャッタ	切符を落としちゃった。	grammar-n4#n4-66
先生は何とおっしゃっていましたか。	センセ'エワ/ナ'ニト/オッシャ'ッテ/イマ'_シタカ	先生は何とおっしゃっていましたか。	grammar-n4#n4-62
先生は生徒に作文を書かせます。	センセ'エワ/セ'エトニ/サクブンオ'/カカセマ'_ス	先生は生徒に作文を書かせます。	grammar-n4#n4-60
早く走れ！	ハ'ヤ_クハシレ	早く走れ！	grammar-n4#n4-53
早めに予約したほうがいいです。	ハヤメニ'/ヨヤク'/_シタ'/ホ'オガ/イ'イデ_ス	早めに予約したほうがいいです。	grammar-n4#n4-11
早寝早起きするようにしています。	ハヤネハヤ'オ_キ/スル'/ヨ'オニ/_シテ'/イマ'_ス	早寝早起きするようにしています。	grammar-n4#n4-20
体調が悪くても、試合に出ます。	タイチョオガ'/ワル'_クテモ、シアイニ'/デマ'_ス	体調が悪くても、試合に出ます。	grammar-n4#n4-22
台風が来そうです。	タイフ'ウガ/キ'ソオデ_ス	台風が来そうです。	grammar-n4#n4-31
大雪のために、新幹線が運休しました。	オオユキノ'/タメ'ニ、シンカ'ンセンガ/ウンキュウ'/シマ'_シタ	大雪のために、新幹線が運休しました。	grammar-n4#n4-18
誰にも知らせずに引っ越しました。	ダ'レニモ/シラセズニ'/ヒッコシマ'_シタ	誰にも知らせずに引っ越しました。	grammar-n4#n4-69
地下鉄はバスより時間が正確です。	_チカテツワ'/バ'スヨリ/ジカンガ'/セエカクデ'_ス	地下鉄はバスより時間が正確です。	grammar-n4#n4-4
地震の場合は机の下に隠れてください。	ジシンノ'/バアイワ'/_ツクエノ'/_シタニ'/カクレ'テ/クダサ'イ	地震の場合は机の下に隠れてください。	grammar-n4#n4-50
中村さんは転職するらしいです。	ナカムラサンワ'/テンショ_ク'/スルラシ'イデ_ス	中村さんは転職するらしいです。	grammar-n4#n4-34
朝一番に打合せに参加しなければなりません。	ア'サ/イチ'バンニ/ウチアワセニ'/サンカ'/シナケレ'バ/ナリマセ'ン	朝一番に打合せに参加しなければなりません。	grammar-n4#n4-16
眺めもいいし、サービスも丁寧だし、この旅館が好きです。	ナガメ'モ/イ'イシ、サ'アビスモ/テ'エネエダシ、コノ'/リョカンガ'/_スキ'デ_ス	眺めもいいし、サービスも丁寧だし、この旅館が好きです。	grammar-n4#n4-21
弟が新しいゲーム機を欲しがっています。	オトオト'ガ/アタラシ'イ/ゲエム'キオ/ホシ'ガッテ/イマ'_ス	弟が新しいゲーム機を欲しがっています。	grammar-n4#n4-44
店長はアルバイトを早く帰らせました。	テ'ンチョオワ/アルバ'イトオ/ハヤ_クカエラセマ'_シタ	店長はアルバイトを早くかえらせました。	grammar-n4#n4-60
電車が来たら、すぐ乗ってください。	デンシャガ'/キ'タラ、ス'グ/ノッテ'/クダサ'イ	電車が来たら、すぐ乗ってください。	grammar-n4#n4-55
都会より田舎のほうが落ち着きます。	トカイヨ'リ/イナカノ'/ホ'オガ/オ_チツキマ'_ス	都会より田舎のほうが落ち着きます。	grammar-n4#n4-37
土曜日は風が強いかもしれません。	ドヨ'オビワ/カゼガ'/ツヨ'イカモ/シレマセ'ン	土曜日は風が強いかもしれません。	grammar-n4#n4-3
冬の寒さが身にしみます。	フユ'ノ/サム'サガ/ミニ'/シミマ'_ス	冬の寒さが身にしみます。	grammar-n4#n4-72
同僚に書類を直してもらいました。	ドオリョオニ'/ショルイオ'/ナオシ'テ/モライマ'_シタ	同僚に書類を直してもらいました。	grammar-n4#n4-30
同僚は風邪をひいたと言いました。	ドオリョオワ'/カゼオ'/ヒイタ'ト/イイマ'_シタ	同僚は風邪をひいたと言いました。	grammar-n4#n4-40
奈良公園で鹿に会ったことがあります。	ナラコ'オエンデ/_シカニ'/ア'ッタ/コト'ガ/アリマ'_ス	奈良公園で鹿に会ったことがあります。	grammar-n4#n4-10
繁忙期は発送が遅れることがあります。	ハンボオ'キワ/ハッソオガ'/オクレル'/コト'ガ/アリマ'_ス	繁忙期は発送が遅れることがあります。	grammar-n4#n4-73
彼の提案は妥当だと思います。	カ'レノ/テエアンワ'/ダトオダト'/オモイマ'_ス	彼の提案は妥当だと思います。	grammar-n4#n4-41
彼女は本当に芸術家らしい人です。	カ'ノジョワ/ホントオニ'/ゲエジュツ'カラシイ/_ヒトデ'_ス	彼女は本当に芸術家らしい人です。	grammar-n4#n4-34
普通列車より特急のほうが快適です。	_フツウ'/レッシャヨ'リ/トッキュウノ'/ホ'オガ/カイテキデ'_ス	普通列車より特急のほうが快適です。	grammar-n4#n4-37
部長は「来月から新制度が始まる」と言いました。	ブチョオワ'、ラ'イゲ_ツカラ/シンセ'エドガ/ハジマル'、ト'/イイマ'_シタ	部長は「来月から新制度が始まる」と言いました。	grammar-n4#n4-40
部長は何時にお戻りになりますか。	ブチョオワ'/ナン'ジニ/オモ'ドリニ/ナリマ'_スカ	部長は何時にお戻りになりますか。	grammar-n4#n4-62
風が吹きはじめました。	カゼガ'/_フキハジメマ'_シタ	風が吹きはじめました。	grammar-n4#n4-27
毎週会議で発表させられます。	マイシュウ'/カ'イギデ/ハッピョオ'/サセラレマ'_ス	毎週会議で発表させられます。	grammar-n4#n4-61
漫画ばかり読んでいないで、勉強しなさい。	マンガバ'カリ/ヨ'ンデ/イナ'イデ、ベンキョオ'/シナサイ'	漫画ばかり読んでいないで、勉強しなさい。	grammar-n4#n4-49
名古屋は札幌より気温が高いです。	ナ'ゴヤワ/サッポロヨ'リ/キオンガ'/タカ'イデ_ス	名古屋は札幌より気温が高いです。	grammar-n4#n4-4
明日は休んでもいいですよ。	ア_シタ'ワ/ヤス'ンデモ/イ'イデ_スヨ	明日は休んでもいいですよ。	grammar-n4#n4-13
明日は有給を取らせていただきます。	ア_シタ'ワ/ユウキュウオ'/ト'ラセテ/イタダキマ'_ス	明日は有給を取らせていただきます。	grammar-n4#n4-64
姪は海外で働きたがっています。	メエワ'/カ'イガイデ/ハタラ_キタ'ガッテ/イマ'_ス	姪は海外で働きたがっています。	grammar-n4#n4-44
問題が発生した場合は管理者に連絡してください。	モンダイガ'/ハッセエ'/_シタ'/バアイワ'/カンリシャニ'/レンラク'/_シテ'/クダサ'イ	問題が発生した場合は管理者に連絡してください。	grammar-n4#n4-50
夜11時までに寮に戻ります。	ヨ'ル/ジュウ'/イチ'ジマデニ/リョ'オニ/モドリマ'_ス	夜11時までに寮に戻ります。	grammar-n4#n4-1
夜になると、街の灯りがつきます。	ヨ'ルニ/ナ'ルト、マチ'ノ/トモ'リガ/_ツキマ'_ス	夜になると、街の灯りがつきます。	grammar-n4#n4-57
予定が合えば、お茶でも飲みましょう。	ヨテエガ'/ア'エバ、オチャデモ'/ノミマショ'オ	予定が合えば、お茶でものみましょう。	grammar-n4#n4-54
予約した時刻にはもう席が確保されているはずです。	ヨヤク'/_シタ'/ジ'コクニワ/モ'オ/セ'キガ/カ'_クホ/サレテ'/イル'/ハズデ'_ス	予約した時刻にはもう席が確保されているはずです。	grammar-n4#n4-35
来月から沖縄支社に異動することになりました。	ラ'イゲ_ツカラ/オキナワシ'シャニ/イドオ'/スル'/コト'ニ/ナリマ'_シタ	来月から沖縄支社に異動することになりました。	grammar-n4#n4-47
来週のコンサートは中止だそうです。	ライシュウノ'/コ'ンサアトワ/チュウシダ'/ソオデ'_ス	来週のコンサートは中止だそうです。	grammar-n4#n4-32
来週の打合せに参ります。	ライシュウノ'/ウチアワセニ'/マイリマ'_ス	来週の打合せに参ります。	grammar-n4#n4-63
来週までに報告書を提出しなければなりません。	ライシュウマ'デニ/ホオコ_クショオ'/テエ_シュツ'/シナケレ'バ/ナリマセ'ン	来週までに報告書を提出しなければなりません。	grammar-n4#n4-16
来週金曜までに企画書を提出してください。	ライシュウ'/キンヨ'オマデニ/_キカ_クショオ'/テエ_シュツ'/_シテ'/クダサ'イ	来週金曜までに企画書を提出してください。	grammar-n4#n4-1
隣の家は引っ越したようです。	トナリノ'/イエ'ワ/ヒッコ_シタ'/ヨ'オデ_ス	隣の家は引っ越したようです。	grammar-n4#n4-33
鈴木さんは会議に出られないかもしれない。	スズ_キサンワ'/カ'イギニ/デラレナイカモ'/シレナイ'	鈴木さんは会議に出られないかもしれない。	grammar-n4#n4-3
連続ドラマを一晩で見てしまいました。	レンゾクド'ラマオ/_ヒト'バンデ/ミ'テ/シマイマ'_シタ	連続ドラマを一晩で見てしまいました。	grammar-n4#n4-24
