text	kana	fed_text	sources
A：すみません、このみせは なんじまでですか。。B：ごご はちじまでです。	エ'イ、スミマセ'ン、コノ'/ミセ'ワ、ナ'ンジマデデ_スカ、ビ'イ、ゴ'ゴ、ハチジマ'デデ_ス	A：すみません、このみせは なんじまでですか。。B：ごご はちじまでです。	listening
A：すみません、たこ焼きを二つと、お好み焼きを一つください。。B：はい。たこ焼きは一つ五百円で、お好み焼きは八百円です。。A：じゃ、全部でいくらですか。。B：千八百円です。	エ'イ、スミマセ'ン、タコヤキオ'/_フタツ'ト、オコノミヤキオ'/_ヒト'_ツ/クダサ'イ、ビ'イ、ハ'イ、タコヤキワ'/_ヒト'ツ/ゴヒャク'エンデ、オコノミヤキワ'/ハッピャク'エンデ_ス、エ'イ、ジャ'、ゼ'ンブデ/イ'クラデ_スカ、ビ'イ、セ'ン/ハッピャク'エンデ_ス	A：すみません、たこ焼きを二つと、お好み焼きを一つください。。B：はい。たこ焼きは一つ五百円で、お好み焼きは八百円です。。A：じゃ、全部でいくらですか。。B：千八百円です。	listening
A：すみません、トイレはどこですか。。B：あちらです。まっすぐいって、みぎです。	エ'イ、スミマセ'ン、ト'イレワ/ド'コデ_スカ、ビ'イ、アチラデ'_ス、マッス'グ/イッテ'、ミ'ギデ_ス	A：すみません、トイレはどこですか。。B：あちらです。まっすぐいって、みぎです。	listening
A：すみません、ペンを貸してくれませんか。。B：はい、どうぞ。。A：ありがとうございます。後で返します。	エ'イ、スミマセ'ン、ペ'ンオ/カ_シテ'/クレマセ'ンカ、ビ'イ、ハ'イ、ド'オゾ、エ'イ、アリ'ガトオ/ゴザイマ'_ス、ア'トデ/カエシマ'_ス	A：すみません、ペンを貸してくれませんか。。B：はい、どうぞ。。A：ありがとうございます。後で返します。	listening
A：すみません、大阪城への行き方を教えていただけませんか。。B：ここからまっすぐ行って、二つ目の信号を右に曲がってください。そのまま五分ほど歩くと、左手に見えてきますよ。。A：ありがとうございます。歩いてどのくらいかかりますか。。B：十五分ぐらいですね。	エ'イ、スミマセ'ン、オオサカ'ジョオエノ/イキ'カタオ/オシエテ'/イタダケマセ'ンカ、ビ'イ、ココカラ'/マッス'グ/イッテ'、_フタツ'メノ/シンゴオオ'/ミギニ'/マガ'ッテ/クダサ'イ、ソノ'/ママ'/ゴフンホド'/アル'_クト、ヒダリテニ'/ミエ'テ/キマ'_スヨ、エ'イ、アリ'ガトオ/ゴザイマ'_ス、アル'イテ/ド'ノクライ/カカリマ'_スカ、ビ'イ、ジュウ'/ゴフング'ライデ_スネ	A：すみません、大阪城への行き方を教えていただけませんか。。B：ここからまっすぐ行って、二つ目の信号を右に曲がってください。そのまま五分ほど歩くと、左手に見えてきますよ。。A：ありがとうございます。歩いてどのくらいかかりますか。。B：十五分ぐらいですね。	listening
A：すみません、大阪城への行き方を教えていただけませんか。。B：ここからまっすぐ行って、二つ目の信号を右に曲がってください。五分ぐらいで着きますよ。	エ'イ、スミマセ'ン、オオサカ'ジョオエノ/イキ'カタオ/オシエテ'/イタダケマセ'ンカ、ビ'イ、ココカラ'/マッス'グ/イッテ'、_フタツ'メノ/シンゴオオ'/ミギニ'/マガ'ッテ/クダサ'イ、ゴフング'ライデ/_ツキマ'_スヨ	A：すみません、大阪城への行き方を教えていただけませんか。。B：ここからまっすぐ行って、二つ目の信号を右に曲がってください。五分ぐらいで着きますよ。	listening
A：すみません、郵便局はどこですか。。B：あの白いビルの隣です。。A：ありがとうございます。	エ'イ、スミマセ'ン、ユウビン'キョクワ/ド'コデ_スカ、ビ'イ、アノ'/シロ'イ/ビ'ルノ/トナリデ'_ス、エ'イ、アリ'ガトオ/ゴザイマ'_ス	A：すみません、郵便局はどこですか。。B：あの白いビルの隣です。。A：ありがとうございます。	listening
A：たなかさんは どこですか。。B：いま、トイレに いきました。	エ'イ、タナカサンワ'、ド'コデ_スカ、ビ'イ、イ'マ、ト'イレニ、イキマ'_シタ	A：たなかさんは どこですか。。B：いま、トイレに いきました。	listening
A：なにを のみますか。。B：コーヒーを ください。	エ'イ、ナ'ニオ、ノミマ'_スカ、ビ'イ、コオヒ'イオ、クダサ'イ	A：なにを のみますか。。B：コーヒーを ください。	listening
A：なんじに おきますか。。B：まいにち ろくじに おきます。	エ'イ、ナ'ンジニ、オキマ'_スカ、ビ'イ、マ'イニチ、ロ'クジニ、オキマ'_ス	A：なんじに おきますか。。B：まいにち ろくじに おきます。	listening
A：もしもし、すずきです。やまださん いますか。。B：すみません、いま でかけて います。	エ'イ、モ'シモシ、スズキデ'_ス、ヤマダサン'、イマ'_スカ、ビ'イ、スミマセ'ン、イ'マ、デカケテ'、イマ'_ス	A：もしもし、すずきです。やまださん いますか。。B：すみません、いま でかけて います。	listening
A：夏休みはどこに行きますか。。B：両親と韓国に行く予定です。。A：いいですね。何日間ですか。。B：五日間です。	エ'イ、ナツヤ'スミワ/ド'コニ/イキマ'_スカ、ビ'イ、リョ'オシント/カ'ンコクニ/イク'/ヨテエデ'_ス、エ'イ、イ'イデ_スネ、ナンニチ'カンデ_スカ、ビ'イ、イ_ツカ'カンデ_ス	A：夏休みはどこに行きますか。。B：両親と韓国に行く予定です。。A：いいですね。何日間ですか。。B：五日間です。	listening
A：海外市場への本格的な参入を検討していますが、まずはどの地域から始めるべきでしょうか。。B：成長率と参入障壁のバランスを考慮すると、東南アジアが妥当でしょう。特にベトナムは若年層が多く、購買力も着実に上がっています。。A：競合の状況はどうですか。。B：日系企業はまだ少数ですが、中国や韓国の企業が積極的に進出しています。スピード感を持って動く必要があります。	エ'イ、カイガイシ'ジョオエノ/ホンカク'テキナ/サンニュウオ'/ケントオ'/_シテ'/イマ'_スガ、マ'ズワ/ド'ノ/チ'イ_キカラ/ハジメルベ'キデショオカ、ビ'イ、セエチョオ'リ_ツト/サンニュウショ'オヘキノ/バランスオ'/コ'オリョ/スルト'、トオナンア'ジアガ/ダトオデショオ'、ト'クニ/ベトナムワ'/ジャクネン'ソオガ/オ'オク、コオバイリョ'クモ/チャクジツニ'/アガッテ'/イマ'_ス、エ'イ、キョオゴオノ'/ジョオキョオワ'/ド'オデ_スカ、ビ'イ、ニッケエキ'ギョオワ/マ'ダ/ショオス'ウデ_スガ、チュ'ウゴクヤ/カ'ンコクノ/キ'ギョオガ/セッキョク'テキニ/シン_シュツ'/_シテ'/イマ'_ス、_スピイド'カンオ/モ'ッテ/ウゴ'_ク/ヒツヨオガ'/アリマ'_ス	A：海外市場への本格的な参入を検討していますが、まずはどの地域から始めるべきでしょうか。。B：成長率と参入障壁のバランスを考慮すると、東南アジアが妥当でしょう。特にベトナムは若年層が多く、購買力も着実に上がっています。。A：競合の状況はどうですか。。B：日系企業はまだ少数ですが、中国や韓国の企業が積極的に進出しています。スピード感を持って動く必要があります。	listening
A：今回の情報漏洩の件、初動対応の遅れが致命的だった。原因究明と再発防止策の徹底が急務だ。。B：おっしゃる通りです。第三者委員会を立ち上げて、徹底的に調査することが信頼回復への第一歩かと。。A：それに加えて、影響を受けたお客様への補償と説明責任を果たさなければならない。広報部とも連携して、対応を急ぐように。。B：承知しました。一週間以内に基本方針を取りまとめてご報告します。	エ'イ、コ'ンカイノ/ジョオホオロ'オエエノ/ケ'ン、ショドオタ'イオオノ/オクレガ'/チメエ'テキダッタ、ゲンインキュ'ウメエト/サイハツボオシ'サクノ/テッテエガ'/キュ'ウムダ、ビ'イ、オッシャ'ル/トオリ'デ_ス、ダイサンシャイイン'カイオ/タチアゲ'テ、テッテエテキニ'/チョ'オサ/スル'/コト'ガ/シンライカ'イ_フクエノ/ダ'イイッポカト、エ'イ、ソレニ'/クワエ'テ、エエキョオオ'/ウケ'タ/オキャ_クサ'マエノ/ホショオト'/セツメエセ'キニンオ/ハタサ'ナケレバ/ナラ'ナイ、コオホオ'ブトモ/レンケエ'/_シテ'、タイオオオ'/イソ'グ/ヨ'オニ、ビ'イ、ショオ_チ'/シマ'_シタ、イッシュ'ウカン/イ'ナイニ/_キホンホ'オシンオ/トリマトメ'テ/ゴホ'オコ_ク/シマ'_ス	A：今回の情報漏洩の件、初動対応の遅れが致命的だった。原因究明と再発防止策の徹底が急務だ。。B：おっしゃる通りです。第三者委員会を立ち上げて、徹底的に調査することが信頼回復への第一歩かと。。A：それに加えて、影響を受けたお客様への補償と説明責任を果たさなければならない。広報部とも連携して、対応を急ぐように。。B：承知しました。一週間以内に基本方針を取りまとめてご報告します。	listening
A：今回の人事異動の件ですが、大阪支社の営業部長に田中さんを推薦したいと考えています。。B：田中さんですか。確かに実績は申し分ないですが、マネジメント経験が浅いのが気になりますね。。A：その点は承知していますが、彼のリーダーシップと行動力は高く評価されていますし、副部長がベテランですから、サポート体制は整っています。。B：分かりました。役員会に上げて検討しましょう。	エ'イ、コ'ンカイノ/ジンジイ'ドオノ/ケ'ンデ_スガ、オオサカシ'シャノ/エエギョオブ'チョオニ/タナカサンオ'/スイセン'/_シタ'イト/カンガ'エテ/イマ'_ス、ビ'イ、タナカサンデ'_スカ、タ'_シカニ/ジッセキワ'/モオシブン'/ナ'イデ_スガ、マネジメントケ'エケンガ/アサイ'/ノガ'/キニ'/ナリマ'_スネ、エ'イ、ソノ'/テンワ'/ショオチ'/_シテ'/イマ'_スガ、カ'レノ/リイダアシ'ッ_プト/コオドオリョ'クワ/タカ'_ク/ヒョ'オカ/サレテ'/イマ'_スシ、_フクブ'チョオガ/ベテランデ'_スカラ、サポオトタ'イセエワ/トトノ'ッテ/イマ'_ス、ビ'イ、ワカリマ'_シタ、ヤクイン'カイニ/アゲテ'/ケントオ'/シマショ'オ	A：今回の人事異動の件ですが、大阪支社の営業部長に田中さんを推薦したいと考えています。。B：田中さんですか。確かに実績は申し分ないですが、マネジメント経験が浅いのが気になりますね。。A：その点は承知していますが、彼のリーダーシップと行動力は高く評価されていますし、副部長がベテランですから、サポート体制は整っています。。B：分かりました。役員会に上げて検討しましょう。	listening
A：今回の通商交渉、相手国の出方が読みにくいですね。。B：政治的な背景を考えると、強硬姿勢を取らざるを得ない事情もあるかと。。A：ただ、長引けば双方に経済的損失が出ます。譲歩点を探る必要があります。。B：水面下での協議を並行して進めるべきでしょう。	エ'イ、コ'ンカイノ/ツウショオコ'オショオ、アイテ'コクノ/デカ'タガ/ヨミニク'イデ_スネ、ビ'イ、セエジ'テキナ/ハ'イケエオ/カンガ'エルト、キョオコオ'/_シセエオ'/トラザルオ'/エ'ナイ/ジジョオモ'/ア'ルカト、エ'イ、タ'ダ、ナガビ'ケバ/ソ'オホオニ/ケエザイ'テ_キ/ソン_シツガ'/デマ'_ス、ジョオホ'テンオ/サグル'/_ヒツヨオガ'/アリマ'_ス、ビ'イ、スイメン'カデノ/キョ'オギオ/ヘエコオ'/_シテ'/ススメルベ'キデショオ	A：今回の通商交渉、相手国の出方が読みにくいですね。。B：政治的な背景を考えると、強硬姿勢を取らざるを得ない事情もあるかと。。A：ただ、長引けば双方に経済的損失が出ます。譲歩点を探る必要があります。。B：水面下での協議を並行して進めるべきでしょう。	listening
A：今回の買収案件について、慎重に検討する必要があります。財務状況は表面的には良好ですが、内部留保の使い道に疑問が残ります。。B：おっしゃる通りです。デューデリジェンスをもう一段階深く行う必要があるかと。。A：時間的制約もありますが、リスク評価を優先しましょう。。B：承知しました。専門家チームを編成して進めます。	エ'イ、コ'ンカイノ/バイシュウア'ンケンニ/ツ'イテ、シンチョオニ'/ケントオ'/スル'/_ヒツヨオガ'/アリマ'_ス、ザイムジョ'オキョオワ/ヒョオメン'テキニワ/リョオコオデ'_スガ、ナイブリュ'ウホノ/_ツカイミチニ'/ギモンガ'/ノコリマ'_ス、ビ'イ、オッシャ'ル/トオリ'デ_ス、デュウデ'リジェンスオ/モ'オ/イチダ'ンカイ/_フカ'クオコナウ/_ヒツヨオガ'/ア'ルカト、エ'イ、ジカン'テ_キ/セエヤクモ'/アリマ'_スガ、リ_スクヒョ'オカオ/ユウセン'/シマショ'オ、ビ'イ、ショオ_チ'/シマ'_シタ、センモン'カ/チ'イムオ/ヘンセエ'/_シテ'/ススメマ'_ス	A：今回の買収案件について、慎重に検討する必要があります。財務状況は表面的には良好ですが、内部留保の使い道に疑問が残ります。。B：おっしゃる通りです。デューデリジェンスをもう一段階深く行う必要があるかと。。A：時間的制約もありますが、リスク評価を優先しましょう。。B：承知しました。専門家チームを編成して進めます。	listening
A：今期の業績についてですが、第三四半期はようやく黒字に転じましたが、通期では依然として厳しい状況です。。B：構造改革の効果が出始めているとは言えますね。ただ、為替の影響を除いた実質的な収益力は、まだ十分とは言えない。。A：第四四半期に向けて、コスト削減と新規事業の立ち上げを並行して進める必要があります。。B：取締役会で具体的な戦略を諮りましょう。	エ'イ、コ'ンキノ/ギョオセキニ'/ツ'イテデ_スガ、ダイサン_シハ'ンキワ/ヨオヤ_ク'/クロジニ'/テンジマ'_シタガ、ツ'ウキデワ/イゼント_シテ'/キビシ'イ/ジョオキョオデ'_ス、ビ'イ、コオゾオカ'イカクノ/コ'オカガ/デハジメテ'/イルトワ'/イエマ'_スネ、タ'ダ、カワセノ'/エエキョオオ'/ノゾイタ'/ジッ_シツ'テキナ/シュウエキリョ'クワ、マ'ダ/ジュウブ'ントワ/イエナイ'、エ'イ、ダイヨン_シハ'ンキニ/ムケテ'、コ_ストサ'クゲント/シンキジ'ギョオノ/タチ'アゲオ/ヘエコオ'/_シテ'/ススメル'/_ヒツヨオガ'/アリマ'_ス、ビ'イ、トリシマリヤク'カイデ/グタイ'テキナ/センリャクオ'/ハカリマショ'オ	A：今期の業績についてですが、第三四半期はようやく黒字に転じましたが、通期では依然として厳しい状況です。。B：構造改革の効果が出始めているとは言えますね。ただ、為替の影響を除いた実質的な収益力は、まだ十分とは言えない。。A：第四四半期に向けて、コスト削減と新規事業の立ち上げを並行して進める必要があります。。B：取締役会で具体的な戦略を諮りましょう。	listening
A：今度、新しいプロジェクトのメンバーになってもらえませんか。。B：光栄です。具体的にはどんな仕事ですか。。A：マーケティングの企画を一緒に作ってもらいたいんです。。B：分かりました。喜んで参加します。	エ'イ、コ'ンド、アタラシ'イ/プロ'ジェ_クトノ/メ'ンバアニ/ナ'ッテ/モラエマセ'ンカ、ビ'イ、コオエエデ'_ス、グタイ'テキニワ/ド'ンナ/シゴトデ'_スカ、エ'イ、マアケ'ティングノ/_キカクオ'/イッショニ'/_ツク'ッテ/モライタ'イ/ン'デ_ス、ビ'イ、ワカリマ'_シタ、ヨロコ'ンデ/サンカ'/シマ'_ス	A：今度、新しいプロジェクトのメンバーになってもらえませんか。。B：光栄です。具体的にはどんな仕事ですか。。A：マーケティングの企画を一緒に作ってもらいたいんです。。B：分かりました。喜んで参加します。	listening
A：今度の社員旅行、どこがいいと思いますか。。B：沖縄はどうですか。去年は北海道だったから、今年は暖かいところがいいかなと。。A：沖縄か。予算的に厳しくないですか。。B：格安航空を使えば、かなり抑えられると思いますよ。。A：なるほど。じゃ、見積もりを出してもらえますか。	エ'イ、コ'ンドノ/シャインリョ'コオ、ド'コガ/イ'イト/オモイマ'_スカ、ビ'イ、オキナワワ'/ド'オデ_スカ、キョ'ネンワ/ホッカ'イドオダッタカラ、コトシワ'/アタタカ'イ/トコロガ'/イ'イカナト、エ'イ、オキナワカ'、ヨサン'テキニ/キビシ'クナイデ_スカ、ビ'イ、カクヤ_スコ'オクウオ/_ツカエ'バ、カ'ナリ/オサエラレ'ルト/オモイマ'_スヨ、エ'イ、ナルホド'、ジャ'、ミツモリオ'/ダ'_シテ/モラエマ'_スカ	A：今度の社員旅行、どこがいいと思いますか。。B：沖縄はどうですか。去年は北海道だったから、今年は暖かいところがいいかなと。。A：沖縄か。予算的に厳しくないですか。。B：格安航空を使えば、かなり抑えられると思いますよ。。A：なるほど。じゃ、見積もりを出してもらえますか。	listening
A：今度の人事で部長に昇進されると聞きました。おめでとうございます。。B：ありがとうございます。責任が増えますが、頑張ります。。A：何かお手伝いできることがあれば、おっしゃってください。。B：心強いお言葉、ありがとうございます。	エ'イ、コ'ンドノ/ジ'ンジデ/ブチョオニ'/ショオシン'/サレルト'/_キキマ'_シタ、オメデトオゴザイマ'_ス、ビ'イ、アリ'ガトオ/ゴザイマ'_ス、セキニンガ'/フエマ'_スガ、ガンバリマ'_ス、エ'イ、ナ'ニカ/オテ'ツダイ/デキ'ル/コト'ガ/アレ'バ、オッシャ'ッテ/クダサ'イ、ビ'イ、ココロズヨ'イ/オコ'トバ、アリ'ガトオ/ゴザイマ'_ス	A：今度の人事で部長に昇進されると聞きました。おめでとうございます。。B：ありがとうございます。責任が増えますが、頑張ります。。A：何かお手伝いできることがあれば、おっしゃってください。。B：心強いお言葉、ありがとうございます。	listening
A：今日は何時に帰りますか。。B：会議が長引きそうなので、八時ぐらいになりそうです。。A：それは大変ですね。お疲れさまです。	エ'イ、キョ'オワ/ナン'ジニ/カエリマ'_スカ、ビ'イ、カ'イギガ/ナガビキ'ソオナノデ、ハチジグ'ライニ/ナリ'ソオデ_ス、エ'イ、ソレワ'/タイヘンデ'_スネ、オ_ツカレサマデ_ス'	A：今日は何時にかえりますか。。B：会議が長引きそうなので、八時ぐらいになりそうです。。A：それは大変ですね。お疲れさまです。	listening
A：仕事の調子はどうですか。。B：忙しいですが、楽しいです。新しいプロジェクトを担当することになりました。。A：それは大変ですね。頑張ってください。	エ'イ、シゴトノ'/チョオシワ'/ド'オデ_スカ、ビ'イ、イソガシ'イデ_スガ、タノシ'イデ_ス、アタラシ'イ/プロ'ジェ_クトオ/タントオ'/スル'/コト'ニ/ナリマ'_シタ、エ'イ、ソレワ'/タイヘンデ'_スネ、ガンバ'ッテ/クダサ'イ	A：仕事の調子はどうですか。。B：忙しいですが、楽しいです。新しいプロジェクトを担当することになりました。。A：それは大変ですね。頑張ってください。	listening
A：新しいプロジェクトの進行状況はどうなっていますか。遅れが出ているようですが。。B：申し訳ありません。システムの不具合が原因で、予定より3日ほど遅れております。。A：そうですか。今週末までに挽回できそうですか。。B：はい、チーム全員で残業して対応する予定です。	エ'イ、アタラシ'イ/プロ'ジェ_クトノ/シンコオジョ'オキョオワ/ド'オ/ナ'ッテ/イマ'_スカ、オクレガ'/デテ'/イル'/ヨ'オデ_スガ、ビ'イ、モオシワケ'/アリマセ'ン、シ'_ステムノ/フグ'アイガ/ゲンインデ'、ヨテエヨ'リ/ミッカホド'/オクレテ'/オリマ'_ス、エ'イ、ソオデ_ス'カ、コンシュウマツマ'デニ/バンカイ'/デキ'ソオデ_スカ、ビ'イ、ハ'イ、チ'イム/ゼンインデ'/ザンギョオ'/_シテ'/タイオオ'/スル'/ヨテエデ'_ス	A：新しいプロジェクトの進行状況はどうなっていますか。遅れが出ているようですが。。B：申し訳ありません。システムの不具合が原因で、予定より3日ほど遅れております。。A：そうですか。今週末までに挽回できそうですか。。B：はい、チーム全員で残業して対応する予定です。	listening
A：新人の田中さん、なかなか優秀ですね。。B：そうですね。質問が的確で、覚えるのも早いです。。A：将来が楽しみですね。次のプロジェクトでも活躍してもらいましょう。	エ'イ、シンジンノ'/タナカサン'、ナカナカ'/ユウシュウデ'_スネ、ビ'イ、ソ'オデ_スネ、_シツモンガ'/テ_キカクデ'、オボエ'ル/ノモ'/ハヤ'イデ_ス、エ'イ、ショ'オライガ/タノシ'ミデ_スネ、ツギ'ノ/プロ'ジェ_クトデモ/カツヤク'/_シテ'/モライマショ'オ	A：新人の田中さん、なかなか優秀ですね。。B：そうですね。質問が的確で、覚えるのも早いです。。A：将来が楽しみですね。次のプロジェクトでも活躍してもらいましょう。	listening
A：申し訳ありませんが、明日の会議を一時間遅らせていただけませんか。。B：構いませんが、理由を教えてください。。A：実は、午前中にお客様の対応が入ってしまいまして。。B：分かりました。じゃあ午後三時からにしましょう。	エ'イ、モオシワケ'/アリマセ'ンガ、ア_シタ'ノ/カ'イギオ/イチジ'カン/オクラセテ'/イタダケマセ'ンカ、ビ'イ、カマイマセ'ンガ、リユウオ'/オシエテ'/クダサ'イ、エ'イ、ジツ'ワ、ゴゼンチュウニ'/オキャ_クサ'マノ/タイオオガ'/ハ'イッテ/シマイマ'_シテ、ビ'イ、ワカリマ'_シタ、ジャ'ア/ゴ'ゴ/サン'ジカラニ/シマショ'オ	A：申し訳ありませんが、明日の会議を一時間遅らせていただけませんか。。B：構いませんが、理由を教えてください。。A：実は、午前中にお客様の対応が入ってしまいまして。。B：分かりました。じゃあ午後三時からにしましょう。	listening
