text	kana	fed_text	sources
いくら～ても	イ'クラ、テモ'	いくら～ても	confusables-word
いずれ	イズレ'	いずれ	confusables-word
いつか	イ'_ツカ	いつか	confusables-word
くせに	_クセ'ニ	くせに	confusables-word
すべて	ス'ベテ	すべて	confusables-word
ぜひ	ゼ'ヒ	ぜひ	confusables-word
それなのに	ソレナ'ノニ	それなのに	confusables-word
たとえ～ても	タトエ'、テモ'	たとえ～ても	confusables-word
どんなに～ても	ド'ンナニ、テモ'	どんなに～ても	confusables-word
やめる	ヤメル'	やめる	confusables-word
わけ	ワ'ケ	わけ	confusables-word
意見	イ'ケン	意見	confusables-word
会う	ア'ウ	会う	confusables-word
感想	カンソオ'	感想	confusables-word
慣れる	ナレ'ル	慣れる	confusables-word
換える	カエル'	換える	confusables-word
観る	ミ'ル	観る	confusables-word
奇妙	キ'ミョオ	奇妙	confusables-word
機嫌	キゲン'	機嫌	confusables-word
気持ち	キモチ'	気持ち	confusables-word
気分	キ'ブン	気分	confusables-word
急に	キュウニ'	急に	confusables-word
挙げる	アゲル'	挙げる	confusables-word
恐ろしい	オソロシ'イ	恐ろしい	confusables-word
計画	ケエカク'	計画	confusables-word
決して	ケッ_シテ'	決して	confusables-word
見える	ミエ'ル	見える	confusables-word
見られる	ミラレ'ル	見られる	confusables-word
見る	ミ'ル	見る	confusables-word,verbs
原因	ゲンイン'	原因	confusables-word
考え	カンガ'エ	考え	confusables-word
合う	ア'ウ	合う	confusables-word
始まる	ハジマル'	始まる	confusables-word
始める	ハジメル'	始める	confusables-word
思わず	オモワ'ズ	思わず	confusables-word
止める	トメル'	止める	confusables-word
治す	ナオ'ス	治す	confusables-word
辞める	ヤメル'	辞める	confusables-word
寂しい	サビシ'イ	寂しい	confusables-word
受ける	ウケ'ル	受ける	confusables-word
受け取る	ウケト'ル	受け取る	confusables-word
受け入れる	ウケイレル'	受け入れる	confusables-word
習慣	シュウカン'	習慣	confusables-word
集まる	アツマ'ル	集まる	confusables-word
集める	アツメ'ル	集める	confusables-word
上げる	アゲル'	上げる	confusables-word
場合	バアイ'	場合	confusables-word
場所	バショ'	場所	confusables-word
場面	バ'メン	場面	confusables-word
辛い	ツラ'イ	辛い	confusables-word
訊く	_キク'	訊く	confusables-word
絶対	ゼッタイ'	絶対	confusables-word
全く	マッタク'	全く	confusables-word
全て	ス'ベテ	全て	confusables-word
全然	ゼンゼン'	全然	confusables-word
全部	ゼ'ンブ	全部	confusables-word
遭う	ア'ウ	遭う	confusables-word
騒がしい	サワガシ'イ	騒がしい	confusables-word
替える	カエル'	替える	confusables-word
知る	シル'	知る	confusables-word
聴く	_キク'	聴く	confusables-word
直す	ナオ'ス	直す	confusables-word
珍しい	メズラシ'イ	珍しい	confusables-word
伝える	_ツタエル'	伝える	confusables-word
伝わる	_ツタワル'	伝わる	confusables-word
突然	トツゼン'	突然	confusables-word
届く	トド'ク	届く	confusables-word
届ける	トドケ'ル	届ける	confusables-word
馴れる	ナレ'ル	馴れる	confusables-word
煩わしい	ワズラワシ'イ	煩わしい	confusables-word
悲しい	カナシ'イ	悲しい	confusables-word
必ず	カナラズ'	必ず	confusables-word
不思議	_フシギ'	不思議	confusables-word
怖い	コワ'イ	怖い	confusables-word
分かる	ワカ'ル	分かる	confusables-word
聞く	_キク'	聞く	confusables-word
癖	_クセ'	癖	confusables-word
変える	カエル'	変える	confusables-word
変わる	カワル'	変わる	confusables-word
万が一	マ'ンガイチ	万が一	confusables-word
面倒	メンド'オ	面倒	confusables-word
厄介	ヤ'ッカイ	厄介	confusables-word
予定	ヨテエ'	予定	confusables-word
予約	ヨヤク'	予約	confusables-word
要するに	ヨオス'ルニ	要するに	confusables-word
理解する	リ'カイ/スル'	理解する	confusables-word
理由	リユウ'	理由	confusables-word
狎れる	ナレ'ル	狎れる	confusables-word
