text	kana	fed_text	sources
かんばん	カンバン'	かんばん	vocab-n3
かんり	カ'ンリ	かんり	vocab-n3,vocab-n2
かんりする	カ'ンリ/スル'	かんりする	vocab-n3,vocab-n2
かんりょうする	カンリョオ'/スル'	かんりょうする	vocab-n3,vocab-n2
かんれい	カンレイ'	かんれい	vocab-n3,vocab-n2
かんれんする	カンレン'/スル'	かんれんする	vocab-n3
きあつ	キアツ'	きあつ	vocab-n3
きおくする	キオ_ク'/スル'	きおくする	vocab-n3
きおくりょく	キオクリョク'	きおくりょく	vocab-n3
きおん	キオン'	きおん	vocab-n3
ぎかい	ギ'カイ	ぎかい	vocab-n3
きかく	_キカク'	きかく	vocab-n3,vocab-n2
きがる	キガル'	きがる	vocab-n3
きかん	_キカ'ン	きかん	vocab-n3,vocab-n1
ききとる	_キキト'ル	ききとる	vocab-n3
ききのがす	_キキノガ'ス	ききのがす	vocab-n3
きぎょう	キ'ギョオ	きぎょう	vocab-n3,vocab-n2,vocab-n1
ぎくしゃく	ギ'_クシャク	ぎくしゃく	vocab-n3
きけん	_キケン'	きけん	vocab-n3
きけんせい	_キケン'/セ'イ	きけんせい	vocab-n3
きこくする	_キコ_ク'/スル'	きこくする	vocab-n3
きさいする	_キサイ'/スル'	きさいする	vocab-n3
きざむ	キザム'	きざむ	vocab-n3
きし	キ'シ	きし	vocab-n3
きじ	キ'ジ	きじ	vocab-n3,vocab-n2
ぎしき	ギ'_シキ	ぎしき	vocab-n3
きしむ	_キシ'ム	きしむ	vocab-n3
きしゃ	キ'シャ	きしゃ	vocab-n3
きじゅん	キジュン'	きじゅん	vocab-n3,vocab-n2
ぎじろく	ギ'/ジロ'ク	ぎじろく	vocab-n3
きせい	_キセイ'	きせい	vocab-n3,vocab-n2
きせつ	キ'セツ	きせつ	vocab-n3
きぜんと	キゼント'	きぜんと	vocab-n3
きそう	_キソ'ウ	きそう	vocab-n3
きそく	_キソク'	きそく	vocab-n3,vocab-n2
きたい	_キタイ'	きたい	vocab-n3
きたいする	_キタイ'/スル'	きたいする	vocab-n3
きたえる	_キタエ'ル	きたえる	vocab-n3,vocab-n2
きたく	_キタク'	きたく	vocab-n3
きちょう	_キチョオ'	きちょう	vocab-n3,vocab-n2
きづく	キズ'ク	きづく	vocab-n3,vocab-n2
ぎっしり	ギッシ'リ	ぎっしり	vocab-n3
きていする	_キテイ'/スル'	きていする	vocab-n3,vocab-n2
きにいる	キニイ'ル	きにいる	vocab-n3
きねん	キ'ネン	きねん	vocab-n3,vocab-n2
きねんび	キ'ネン/ビ'	きねんび	vocab-n3
きはく	キ'/カ'ナ、ハ'、ク'	きkana:ハ'ク	vocab-n3
きばつ	キバツ'	きばつ	vocab-n3
きびきび	キ'ビキビ	きびきび	vocab-n3,vocab-n2
きぼ	キ'ボ	きぼ	vocab-n3,vocab-n2
きぼう	キボオ'	きぼう	vocab-n3,vocab-n2
ぎほう	ギホオ'	ぎほう	vocab-n3
きぼうする	キボオ'/スル'	きぼうする	vocab-n3
きほん	_キホン'	きほん	vocab-n3,vocab-n2
きほんてき	_キホンテ'/キ'	きほんてき	vocab-n3
きみょう	キ'ミョオ	きみょう	vocab-n3,vocab-n2
ぎむ	ギ'ム	ぎむ	vocab-n3,vocab-n2
きもの	キモノ'	きもの	vocab-n3
ぎゃくに	ギャクニ'	ぎゃくに	vocab-n3
きゃっかんてき	キャ'ッカンテ/キ'	きゃっかんてき	vocab-n3,vocab-n2
きゅうけい	キュウケイ'	きゅうけい	vocab-n3,vocab-n2,vocab-n1
きゅうけいする	キュウケイ'/スル'	きゅうけいする	vocab-n3
きゅうげき	キュウゲキ'	きゅうげき	vocab-n3,vocab-n2
きゅうしゅうする	キュウシュウ'/スル'	きゅうしゅうする	vocab-n3
きゅうじょ	キュ'ウジョ	きゅうじょ	vocab-n3,vocab-n2
きゅうじょする	キュ'ウジョ/スル'	きゅうじょする	vocab-n3
きゅうせい	キュウセイ'	きゅうせい	vocab-n3
きゅうそく	キュウソク'	きゅうそく	vocab-n3,vocab-n2
きゅうりょう	キュウリョオ'	きゅうりょう	vocab-n3,vocab-n2
ぎょうかい	ギョオカイ'	ぎょうかい	vocab-n3
きょうかんする	キョオカン'/スル'	きょうかんする	vocab-n3
きょうきゅう	キョオキュウ'	きょうきゅう	vocab-n3,vocab-n2
きょうきゅうする	キョオキュウ'/スル'	きょうきゅうする	vocab-n3
ぎょうじ	ギョオジ'	ぎょうじ	vocab-n3,vocab-n2
ぎょうせき	ギョオセキ'	ぎょうせき	vocab-n3,vocab-n2
きょうそう	キョ'オ/ソオ'	きょうそう	vocab-n3,vocab-n2
きょうそうりょく	キョ'オ/ソオ'/リョ'ク	きょうそうりょく	vocab-n3
きょうつう	キョオツウ'	きょうつう	vocab-n3
きょうつうてん	キョ'オ/ツウテン'	きょうつうてん	vocab-n3
ぎょうむ	ギョ'オム	ぎょうむ	vocab-n3
きょうゆうする	キョオユウ'/スル'	きょうゆうする	vocab-n3,vocab-n2
きょうりょく	キョオリョク'	きょうりょく	vocab-n3,vocab-n2
きょうりょくする	キョオリョ_ク'/スル'	きょうりょくする	vocab-n3
きょうれつ	キョオレツ'	きょうれつ	vocab-n3,vocab-n2
ぎょうれつ	ギョオレツ'	ぎょうれつ	vocab-n3
きょか	キョ'カ	きょか	vocab-n3
きょかする	キョ'カ/スル'	きょかする	vocab-n3,vocab-n2
ぎょぎょう	ギョギョ'ウ	ぎょぎょう	vocab-n3,vocab-n2
きょだい	キョダイ'	きょだい	vocab-n3,vocab-n2
きょひする	キョ'_ヒ/スル'	きょひする	vocab-n3
きょり	キョ'リ	きょり	vocab-n3,vocab-n2
きらく	キラク'	きらく	vocab-n3,vocab-n2
きり	キリ'	きり	vocab-n3
きりかえる	キリカエ'ル	きりかえる	vocab-n3,vocab-n2
きろく	キロク'	きろく	vocab-n3,vocab-n2
きろくする	キロ_ク'/スル'	きろくする	vocab-n3
ぎろん	ギロン'	ぎろん	vocab-n3,vocab-n2
ぎろんする	ギロン'/スル'	ぎろんする	vocab-n3
きわめて	キワ'メテ	きわめて	vocab-n3,vocab-n2
きんきゅう	キンキュウ'	きんきゅう	vocab-n3
きんしする	キン_シ'/スル'	きんしする	vocab-n3
きんちょうする	キンチョオ'/スル'	きんちょうする	vocab-n3
きんとう	キントオ'	きんとう	vocab-n3,vocab-n2
きんにく	キ'ンニク	きんにく	vocab-n3,vocab-n2
くうき	ク'ウキ	くうき	vocab-n3
ぐうぜん	グウゼン'	ぐうぜん	vocab-n3,vocab-n2
くぎ	クギ'	くぎ	vocab-n3
くさる	_クサ'ル	くさる	vocab-n3
ぐたいてき	グタ'イテキ	ぐたいてき	vocab-n3,vocab-n2
ぐたいてきに	グタ'イテキニ	ぐたいてきに	vocab-n3
くばる	クバ'ル	くばる	vocab-n3
くふう	_クフウ'	くふう	vocab-n3
くふうする	_クフウ'/スル'	くふうする	vocab-n3,vocab-n2
くべつする	ク'ベ_ツ/スル'	くべつする	vocab-n3,vocab-n2
くむ	ク'ム	くむ	vocab-n3
くりあげる	クリアゲ'ル	くりあげる	vocab-n3,vocab-n2
くりかえす	クリカ'エス	くりかえす	vocab-n3,vocab-n2
くりさげる	クリサゲ'ル	くりさげる	vocab-n3,vocab-n2
ぐるぐる	グ'ルグル	ぐるぐる	vocab-n3
くろう	クロ'オ	くろう	vocab-n3,vocab-n2
くろうする	クロオ'/スル'	くろうする	vocab-n3
くろじ	クロジ'	くろじ	vocab-n3,vocab-n2
くわえる	クワエ'ル	くわえる	vocab-n3,vocab-n2
くわわる	クワワル'	くわわる	vocab-n3,vocab-n2
ぐんしゅう	グン'/シュ'ウ	ぐんしゅう	vocab-n3,vocab-n1
けいえい	ケイエイ'	けいえい	vocab-n3,vocab-n2
けいえいしゃ	ケイエ'イシャ	けいえいしゃ	vocab-n3
けいえいする	ケイエイ'/スル'	けいえいする	vocab-n3
けいき	ケ'イキ	けいき	vocab-n3,vocab-n2,vocab-n1
けいきょう	ケイキョオ'	けいきょう	vocab-n3,vocab-n2
けいけんする	ケイケン'/スル'	けいけんする	vocab-n3
けいこう	ケイコオ'	けいこう	vocab-n3,vocab-n2
けいさいする	ケイサイ'/スル'	けいさいする	vocab-n3
けいざいてき	ケイザイテ'/キ'	けいざいてき	vocab-n3
けいさんする	ケイサン'/スル'	けいさんする	vocab-n3
げいじゅつ	ゲイジュツ'	げいじゅつ	vocab-n3,vocab-n2
けいぞくする	ケイゾ_ク'/スル'	けいぞくする	vocab-n3,vocab-n2
けいはく	ケイ'/カ'ナ、ハ'、ク'	けいkana:ハ'ク	vocab-n3,vocab-n2
けいばつ	ケイバツ'	けいばつ	vocab-n3
けいほう	ケイホオ'	けいほう	vocab-n3
けいやく	ケイヤク'	けいやく	vocab-n3,vocab-n2
けいやくする	ケイヤ_ク'/スル'	けいやくする	vocab-n3
げきれいする	ゲキレイ'/スル'	げきれいする	vocab-n3
げきれつ	ゲキ'レツ	げきれつ	vocab-n3
けしょう	ケ'ショオ	けしょう	vocab-n3
けしょうする	ケショオ'/スル'	けしょうする	vocab-n3
けずる	ケズル'	けずる	vocab-n3,vocab-n2
けつあつ	ケツアツ'	けつあつ	vocab-n3,vocab-n2
けついする	ケ'ツイ/スル'	けついする	vocab-n3
けつえき	ケツエキ'	けつえき	vocab-n3
けっか	ケ'ッカ	けっか	vocab-n3,vocab-n2
けっきょく	ケッキョク'	けっきょく	vocab-n3,vocab-n2
けっこう	ケ'ッコオ	けっこう	vocab-n3,confusables-word
けっせき	ケッセキ'	けっせき	vocab-n3
けってい	ケッテイ'	けってい	vocab-n3
けっていする	ケッテイ'/スル'	けっていする	vocab-n3,vocab-n2
けっていてき	ケ'ッテ/イテ'/キ'	けっていてき	vocab-n3
けってん	ケッテン'	けってん	vocab-n3,vocab-n2
けつろん	ケツロン'	けつろん	vocab-n3,vocab-n2
げひん	ゲ'ヒン	げひん	vocab-n3
けむり	ケムリ'	けむり	vocab-n3
げらげら	ゲ'ラゲラ	げらげら	vocab-n3
げんかい	ゲンカイ'	げんかい	vocab-n3,vocab-n2
けんこうしんだん	ケンコオシ'ンダン	けんこうしんだん	vocab-n3,vocab-n2
けんこうてき	ケンコウ'テキ	けんこうてき	vocab-n3
けんさ	ケ'ンサ	けんさ	vocab-n3,vocab-n2
げんざい	ゲ'ンザイ	げんざい	vocab-n3
げんじつ	ゲンジツ'	げんじつ	vocab-n3,vocab-n2
げんじつてき	ゲンジ_ツテ'/キ'	げんじつてき	vocab-n3
げんしょう	ゲンショオ'	げんしょう	vocab-n3,vocab-n2
げんしょうする	ゲンショオ'/スル'	げんしょうする	vocab-n3,vocab-n2
けんせつ	ケンセツ'	けんせつ	vocab-n3,vocab-n2
けんせつする	ケンセ_ツ'/スル'	けんせつする	vocab-n3
けんせつてき	ケンセ_ツ'/テ'キ	けんせつてき	vocab-n3
げんぜんと	ゲンゼント'	げんぜんと	vocab-n3
げんそく	ゲンソク'	げんそく	vocab-n3,vocab-n2
げんだい	ゲ'ンダイ	げんだい	vocab-n3,vocab-n2
げんてん	ゲンテン'	げんてん	vocab-n3,vocab-n1
けんとうする	ケントオ'/スル'	けんとうする	vocab-n3,vocab-n2
げんに	ゲ'ンニ	げんに	vocab-n3
けんぽう	ケ'ンポオ	けんぽう	vocab-n3,vocab-n2
げんみつ	ゲンミツ'	げんみつ	vocab-n3,vocab-n2
げんみつに	ゲンミツニ'	げんみつに	vocab-n3
けんり	ケ'ンリ	けんり	vocab-n3,vocab-n2
げんりょう	ゲンリョオ'	げんりょう	vocab-n3,vocab-n2
こいびと	コイビト'	こいびと	vocab-n3
ごういん	ゴオイン'	ごういん	vocab-n3,vocab-n2
こうか	コ'オカ	こうか	vocab-n3,vocab-n2
ごうか	ゴ'オカ	ごうか	vocab-n3,vocab-n2
こうがい	コオガイ'	こうがい	vocab-n3,vocab-n2
こうかいする	コオカイ'/スル'	こうかいする	vocab-n3,vocab-n2
